Commerce Cloud Product Active Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
productID,revenueDay,unitsDay,ordersDay,impressionsDay,viewsDay,avgSalesPriceDay,conversionDay,revenueWeek,unitsWeek,ordersWeek,impressionsWeek,viewsWeek,avgSalesPriceWeek,conversionWeek,revenueMonth,unitsMonth,ordersMonth,impressionsMonth,viewsMonth,avgSalesPriceMonth,conversionMonth,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,360,4,4,211,87,90,0.024428,2820.16,34,32,1602,663,88.13,0.027885,15068.3,163,134,7129,2585,112.45,0.027642,21555.24,238,201,11777,3683,107.24,0.005187
7.02E+11,55,1,1,32,12,55,0.006107,302.04,7,6,186,85,50.34,0.005228,1388.07,32,27,796,329,51.41,0.00557,3018.24,76,64,2265,825,47.16,0.001652
7.02E+11,169.62,7,6,89,29,28.27,0.036642,1232,42,35,553,251,35.2,0.030499,3842.28,193,156,2873,783,24.63,0.032181,8392.05,259,255,3561,956,32.91,0.006581
7.02E+11,807.5,11,10,195,60,80.75,0.06107,4480.5,66,58,1282,490,77.25,0.050542,27095.1,386,370,5962,1943,73.23,0.076326,404066.88,5451,4454,73964,17577,90.72,0.11494
7.02E+11,337.5,3,3,125,21,112.5,0.018321,2379.58,26,23,830,158,103.46,0.020042,12814.34,118,106,4207,711,120.89,0.021866,87675.5,1014,839,37758,6637,104.5,0.021651
7.02E+11,152,2,2,91,23,76,0.012214,1098.86,15,14,725,138,78.49,0.0122,5954.56,77,64,2680,661,93.04,0.013202,56877.12,1092,908,34389,6894,62.64,0.023432
7.02E+11,720,8,8,210,52,90,0.048856,5198.9,52,49,1769,369,106.1,0.042699,14177.2,156,134,3309,911,105.8,0.027642,11988.9,155,126,3355,746,95.15,0.003252
7.02E+11,810,10,9,97,40,90,0.054963,5828.82,65,57,682,336,102.26,0.04967,29412.24,356,312,2502,1177,94.27,0.064361,347699.1,3749,3430,25655,15471,101.37,0.088514
7.02E+11,360,4,4,103,47,90,0.024428,3131.52,33,32,657,275,97.86,0.027885,14003.76,173,148,3029,1734,94.62,0.03053,175806.35,2257,1819,40402,20644,96.65,0.046941
7.02E+11,810,9,9,168,44,90,0.054963,5321.55,77,65,1130,287,81.87,0.056642,22204.62,336,281,5956,1198,79.02,0.057966,45154,601,535,8529,2191,84.4,0.013806
7.02E+11,180,2,2,118,36,90,0.012214,1106.76,14,12,717,274,92.23,0.010457,5490.24,69,56,2947,1221,98.04,0.011552,55718.88,769,721,36650,13765,77.28,0.018606
7.02E+11,1260,14,14,181,68,90,0.085498,9722.44,102,91,1134,396,106.84,0.079298,45954.96,509,438,5110,1779,104.92,0.090353,585857.32,7521,6284,82210,27476,93.23,0.162164
7.02E+11,360,4,4,224,31,90,0.024428,2491.02,31,27,1819,192,92.26,0.023528,14043.75,145,125,7681,827,112.35,0.025786,19301.84,212,181,10910,1327,106.64,0.004671
7.02E+11,693,8,7,240,83,99,0.042749,6224.56,68,58,1355,521,107.32,0.050542,27617.28,304,248,8251,2211,111.36,0.051159,313291.4,3398,2753,106079,37180,113.8,0.071044
7.02E+11,198,2,2,68,13,99,0.012214,1653.59,19,17,481,76,97.27,0.014814,6116.73,58,53,1734,348,115.41,0.010933,63441,720,700,24302,3831,90.63,0.018064
7.02E+11,396,4,4,45,20,99,0.024428,2608.54,22,22,290,166,118.57,0.019171,12693.45,108,105,1132,567,120.89,0.02166,57646.95,642,565,8322,3160,102.03,0.01458
7.02E+11,297,3,3,181,25,99,0.018321,1732.23,20,19,1088,144,91.17,0.016557,8119.65,110,95,6131,843,85.47,0.019597,77527.92,761,642,28822,6056,120.76,0.016567
7.02E+11,792,8,8,178,49,99,0.048856,6166.02,61,53,1362,341,116.34,0.046185,19398.77,265,223,6312,1298,86.99,0.046002,315837.18,4334,3478,55958,14328,90.81,0.089753
7.02E+11,495,5,5,86,42,99,0.030535,3440.31,48,41,703,266,83.91,0.035728,18527.08,175,158,3131,1423,117.26,0.032593,162170.55,1898,1671,29248,18418,97.05,0.043122
7.02E+11,99,1,1,103,10,99,0.006107,800.31,8,7,700,67,114.33,0.0061,3217.5,34,33,3221,334,97.5,0.006807,21607.56,245,243,18863,2316,88.92,0.006271
7.02E+11,85.5,1,1,92,11,85.5,0.006107,635.36,8,8,547,63,79.42,0.006971,3597.88,41,34,2839,276,105.82,0.007014,34014.84,388,326,28384,3195,104.34,0.008413
7.02E+11,342,4,4,175,32,85.5,0.024428,3110.08,32,32,1266,201,97.19,0.027885,8899.5,111,102,5279,845,87.25,0.021041,112942.8,1279,1145,51717,9697,98.64,0.029548
7.02E+11,85.5,1,1,26,6,85.5,0.006107,830.32,8,8,162,51,103.79,0.006971,2492.84,31,28,621,188,89.03,0.005776,1551,26,22,817,148,70.5,0.000568
7.02E+11,171,2,2,87,10,85.5,0.012214,918.96,14,12,724,83,76.58,0.010457,5160.48,59,52,2213,286,99.24,0.010727,45553.95,537,507,21138,1744,89.85,0.013084
7.02E+11,171,2,2,101,42,85.5,0.012214,1104.16,17,16,813,257,69.01,0.013943,5415,65,57,3208,1183,95,0.011758,10523.37,148,143,7308,3028,73.59,0.00369
7.02E+11,940.5,11,11,178,50,85.5,0.067177,8750.37,94,93,1237,407,94.09,0.081041,37239.09,418,383,6586,1399,97.23,0.079007,231112.2,3560,3135,38218,15147,73.72,0.080902
7.02E+11,55,1,1,35,3,55,0.006107,352.68,6,6,276,25,58.78,0.005228,2179.08,40,36,1151,82,60.53,0.007426,26194.56,514,448,12331,1343,58.47,0.011561
7.02E+11,165,3,3,84,31,55,0.018321,1120.32,24,24,658,185,46.68,0.020914,4335.24,92,78,2590,886,55.58,0.01609,35249.34,605,574,14144,6154,61.41,0.014813
7.02E+11,660,13,12,183,72,55,0.073284,5152.02,122,102,1178,539,50.51,0.088884,24790.28,474,443,5549,2356,55.96,0.091385,47110.86,735,711,15118,4263,66.26,0.018348
7.02E+11,55,1,1,104,26,55,0.006107,368.9,7,7,806,150,52.7,0.0061,1862.19,39,33,3015,890,56.43,0.006807,9748.2,171,154,18062,3811,63.3,0.003974
7.02E+11,110,2,2,46,11,55,0.012214,732.24,12,12,391,67,61.02,0.010457,3193.96,73,61,1632,305,52.36,0.012583,38275.18,987,839,20233,4017,45.62,0.021651
7.02E+11,330,7,6,114,49,55,0.036642,1979.42,41,38,967,358,52.09,0.033114,10776.8,211,190,4044,1683,56.72,0.039194,130878.01,3012,2531,47296,14775,51.71,0.065315
7.02E+11,220,4,4,76,36,55,0.024428,1489.92,27,24,621,309,62.08,0.020914,9237.95,162,145,2841,879,63.71,0.029911,8120.4,139,134,2565,1498,60.6,0.003458
7.02E+11,55,1,1,84,12,55,0.006107,316.38,6,6,551,90,52.73,0.005228,1581.58,32,26,3128,420,60.83,0.005363,12084.38,284,266,23080,2874,45.43,0.006864
7.02E+11,330,7,6,110,42,55,0.036642,3323.18,51,49,751,304,67.82,0.042699,9028.53,167,153,4101,1209,59.01,0.031562,19587.49,358,299,5276,2649,65.51,0.007716
7.02E+11,385,8,7,114,34,55,0.042749,1848,44,40,899,244,46.2,0.034856,10007.89,215,179,3866,958,55.91,0.036925,36784.35,761,645,9387,2763,57.03,0.016645
7.02E+11,240,4,4,146,51,60,0.024428,1531.2,27,24,824,331,63.8,0.020914,6438.51,118,117,3817,1487,55.03,0.024135,84230.14,1746,1633,59104,16325,51.58,0.042141
7.02E+11,60,1,1,37,5,60,0.006107,368.28,7,6,301,34,61.38,0.005228,1296.75,30,25,1075,128,51.87,0.005157,3075.66,73,63,3187,316,48.82,0.001626
7.02E+11,180,3,3,87,40,60,0.018321,1304.73,19,19,618,304,68.67,0.016557,6276.57,99,93,2326,1006,67.49,0.019185,42563.8,994,874,23209,9865,48.7,0.022554
7.02E+11,60,1,1,98,10,60,0.006107,524.32,8,8,645,75,65.54,0.006971,1206.87,23,21,1602,191,57.47,0.004332,1373.68,23,22,2121,179,62.44,0.000568
7.02E+11,60,1,1,135,16,60,0.006107,264.95,5,5,1001,110,52.99,0.004357,1500.66,29,27,3367,552,55.58,0.00557,8020.8,121,120,13644,2082,66.84,0.003097
7.02E+11,60,1,1,27,3,60,0.006107,585.68,9,8,184,21,73.21,0.006971,1996.92,39,36,907,110,55.47,0.007426,30921.65,443,415,8125,1272,74.51,0.010709
7.02E+11,420,7,7,141,33,60,0.042749,2817.5,56,49,912,248,57.5,0.042699,11055.8,242,212,4388,972,52.15,0.043733,15923.55,274,249,4981,1072,63.95,0.006426
7.02E+11,300,5,5,116,57,60,0.030535,2844.58,47,41,809,489,69.38,0.035728,7787.2,170,157,2818,2093,49.6,0.032387,128809.34,2422,2057,47051,17702,62.62,0.053083
7.02E+11,420,8,7,211,85,60,0.042749,2633.57,58,53,1201,632,49.69,0.046185,13101.55,221,205,6352,2460,63.91,0.042289,142413.6,2785,2422,78032,23983,58.8,0.062502
7.02E+11,60,1,1,37,11,60,0.006107,483.35,7,7,256,75,69.05,0.0061,2253.7,33,31,981,412,72.7,0.006395,3153.36,69,56,2508,783,56.31,0.001445
7.02E+11,1620,21,18,195,77,90,0.109926,9840.87,117,117,1323,488,84.11,0.101955,59468.72,684,599,4815,1896,99.28,0.123565,398859.6,4919,4548,57009,18648,87.7,0.117365
7.02E+11,540,6,6,200,37,90,0.036642,5020.08,58,52,1313,301,96.54,0.045313,16977.73,188,187,6394,983,90.79,0.038575,175741.92,2516,2393,71039,13978,73.44,0.061754
7.02E+11,270,3,3,92,41,90,0.018321,1393.66,17,17,754,281,81.98,0.014814,5909.64,84,74,2404,1223,79.86,0.015265,37456.11,394,339,12913,5726,110.49,0.008748
7.02E+11,69.75,3,3,78,21,23.25,0.018321,497.76,29,24,587,170,20.74,0.020914,2561.52,128,104,1941,662,24.63,0.021454,10715.67,624,511,12147,3237,20.97,0.013187
7.02E+11,198.12,4,4,137,20,49.53,0.024428,1267.59,36,31,963,156,40.89,0.027014,5287.36,131,124,5128,514,42.64,0.025579,85883.53,2066,1741,47265,8880,49.33,0.044928
7.02E+11,29.84,1,1,36,12,29.84,0.006107,280.32,8,8,230,84,35.04,0.006971,1137.92,38,32,1077,432,35.56,0.006601,8548.8,320,312,16059,5219,27.4,0.008051
7.02E+11,141.18,3,3,153,19,47.06,0.018321,971.3,22,22,1072,114,44.15,0.019171,3925.98,120,102,4484,661,38.49,0.021041,4367.4,135,116,4405,725,37.65,0.002993
7.02E+11,21.7,1,1,27,9,21.7,0.006107,101.95,5,5,169,73,20.39,0.004357,466.62,21,21,698,242,22.22,0.004332,663.5,28,25,612,213,26.54,0.000645
7.02E+11,693.6,16,15,210,96,46.24,0.091605,4692.48,102,96,1769,705,48.88,0.083655,21304.8,493,440,5881,2534,48.42,0.090766,205748.64,4315,3928,63735,31292,52.38,0.101366
7.02E+11,430.98,13,11,186,46,39.18,0.067177,4002,97,87,1448,348,46,0.075813,17603.04,403,364,6861,1332,48.36,0.075088,178642.52,4484,3836,77573,19865,46.57,0.098991
7.02E+11,12.33,1,1,65,11,12.33,0.006107,62.85,6,5,366,64,12.57,0.004357,314.64,24,24,2020,369,13.11,0.004951,1718.1,123,115,7081,1437,14.94,0.002968
7.02E+11,82.25,6,5,207,103,16.45,0.030535,626,48,40,1221,652,15.65,0.034856,2735.64,160,149,7530,2839,18.36,0.030737,24381.92,1641,1552,65881,43752,15.71,0.040051
7.02E+11,28.34,2,2,38,14,14.17,0.012214,150.59,13,11,306,111,13.69,0.009585,1153.6,87,70,1059,495,16.48,0.01444,6076,427,350,7797,2455,17.36,0.009032
7.02E+11,82.77,3,3,164,25,27.59,0.018321,693.42,24,21,1318,160,33.02,0.0183,1721.72,87,77,5599,855,22.36,0.015884,26279.2,960,856,60878,6854,30.7,0.02209
7.02E+11,3.91,1,1,60,8,3.91,0.006107,30.08,8,8,505,57,3.76,0.006971,78,28,24,1578,237,3.25,0.004951,1735.3,408,370,18982,3020,4.69,0.009548
7.02E+11,2596,4,4,113,21,649,0.024428,14282.46,28,27,940,131,528.98,0.023528,80146.44,106,99,4124,649,809.56,0.020422,1000413,1483,1305,45991,7222,766.6,0.033677
7.02E+11,996,4,4,95,33,249,0.024428,7248.84,32,29,595,202,249.96,0.025271,24029.81,109,97,2983,944,247.73,0.02001,227644.2,834,735,14124,6096,309.72,0.018967
7.02E+11,17.15,1,1,82,10,17.15,0.006107,148.32,9,8,467,82,18.54,0.006971,669.46,34,34,2711,297,19.69,0.007014,1797.84,96,88,8441,869,20.43,0.002271
7.02E+11,597,3,3,93,20,199,0.018321,3892.86,22,18,750,141,216.27,0.015685,14088.75,78,75,3291,737,187.85,0.015471,153838.59,901,811,38706,8284,189.69,0.020929
7.02E+11,795,5,5,72,25,159,0.030535,6853.2,41,40,572,176,171.33,0.034856,21762.8,190,164,2430,650,132.7,0.033831,39587.96,248,239,2870,1278,165.64,0.006168
7.02E+11,298,2,2,95,12,149,0.012214,1949.12,17,16,603,77,121.82,0.013943,2494.07,17,17,837,99,146.71,0.003507,2883.4,22,20,851,106,144.17,0.000516
7.02E+11,796,4,4,168,32,199,0.024428,6346.07,31,29,1238,215,218.83,0.025271,24313.3,127,115,4077,1093,211.42,0.023723,284502.93,1294,1167,45370,7250,243.79,0.030116
7.02E+11,2226,15,14,226,102,159,0.085498,16437.64,109,92,1628,692,178.67,0.08017,85883.1,504,470,7176,3135,182.73,0.096954,371853.93,2052,1977,28610,15695,188.09,0.051018
7.02E+11,1937,13,13,249,73,149,0.079391,10070.39,102,83,1661,615,121.33,0.072327,53024.4,521,429,6964,2233,123.6,0.088497,482785.62,3652,3219,58485,23773,149.98,0.083069
7.02E+11,1393,8,7,169,53,199,0.042749,9754.12,54,53,1138,407,184.04,0.046185,42458.07,239,193,5577,1359,219.99,0.039813,121825.98,621,587,17036,4942,207.54,0.015148
7.02E+11,2388,14,12,242,100,199,0.073284,17288.04,87,77,1918,573,224.52,0.067098,77876,498,400,6927,3223,194.69,0.082514,255546.72,1363,1287,19922,12179,198.56,0.033212
7.02E+11,441,10,9,150,53,49,0.054963,3130.56,88,72,1138,451,43.48,0.062741,13623.68,275,224,5029,1984,60.82,0.046208,171243.2,3784,3040,46313,15586,56.33,0.07845
7.02E+11,719.98,2,2,95,36,359.99,0.012214,5157.3,17,15,786,295,343.82,0.013071,20326.32,58,56,3145,1332,362.97,0.011552,324283.25,966,775,33986,13212,418.43,0.02
7.02E+11,722,9,8,176,69,90.25,0.048856,5557.2,72,60,1340,397,92.62,0.052285,17841.66,248,206,5250,2525,86.61,0.042495,93768.4,1210,1111,27190,8397,84.4,0.02867
7.02E+11,60,1,1,26,8,60,0.006107,319.86,7,6,160,51,53.31,0.005228,2152.33,36,31,830,197,69.43,0.006395,17753.68,358,343,9703,3587,51.76,0.008851
7.02E+11,330,11,11,158,51,30,0.067177,3078.8,96,86,1007,379,35.8,0.074941,13721.34,380,366,5115,1330,37.49,0.075501,19013.31,888,731,12328,4832,26.01,0.018864
7.02E+11,2106,14,13,242,58,162,0.079391,21419.67,112,111,1923,397,192.97,0.096726,15711.06,117,102,1572,421,154.03,0.021041,11678.01,96,87,2140,467,134.23,0.002245
7.02E+11,550,10,10,135,55,55,0.06107,4113.48,92,83,1146,378,49.56,0.072327,20082,306,300,3573,1694,66.94,0.061886,42638.4,866,846,13218,6507,50.4,0.021832
7.02E+11,50,1,1,82,10,50,0.006107,280.56,6,6,584,80,46.76,0.005228,1869.66,36,34,2761,256,54.99,0.007014,18777,339,330,26210,3050,56.9,0.008516
7.02E+11,90,3,3,211,42,30,0.018321,440.13,18,17,1681,268,25.89,0.014814,3163.6,110,110,7255,1339,28.76,0.022691,28023.75,1146,1125,90488,16683,24.91,0.029032
7.02E+11,926.25,13,13,130,59,71.25,0.079391,8381.88,109,108,830,407,77.61,0.094112,24749.4,451,380,3642,1438,65.13,0.078389,359327.78,4939,4214,42978,19215,85.27,0.108746
7.02E+11,142.5,2,2,157,21,71.25,0.012214,1265.7,16,15,945,122,84.38,0.013071,4895.69,76,67,4522,692,73.07,0.013821,16819.56,242,228,22827,3251,73.77,0.005884
7.02E+11,130,2,2,164,26,65,0.012214,819.45,17,15,1335,156,54.63,0.013071,3208.68,63,54,4096,795,59.42,0.011139,21891.66,317,282,21984,3784,77.63,0.007277
7.02E+11,108,1,1,30,3,108,0.006107,628.11,8,7,228,17,89.73,0.0061,3012.62,26,26,772,87,115.87,0.005363,17437.48,173,151,4677,511,115.48,0.003897
7.02E+11,275,5,5,210,22,55,0.030535,1768.64,36,32,1328,125,55.27,0.027885,8933.16,161,151,5201,688,59.16,0.031149,71393.16,1270,1244,52920,5815,57.39,0.032103
7.02E+11,420,8,7,124,39,60,0.042749,3294.72,55,48,1034,309,68.64,0.041828,12125.4,238,210,3759,1137,57.74,0.04332,79691.04,1435,1287,27946,7134,61.92,0.033212
7.02E+11,832.5,5,5,128,31,166.5,0.030535,6164.8,46,40,946,244,154.12,0.034856,22387.5,151,125,4409,997,179.1,0.025786,58523.04,519,432,10820,2692,135.47,0.011148
7.02E+11,175.5,1,1,130,18,175.5,0.006107,992.34,6,6,955,145,165.39,0.005228,7543.44,40,36,4250,441,209.54,0.007426,16410.3,97,95,9063,1487,172.74,0.002452
7.02E+11,660,11,11,212,81,60,0.067177,4596.9,81,77,1266,589,59.7,0.067098,17511.36,428,348,7003,2824,50.32,0.071787,186294.56,4380,3673,79080,30074,50.72,0.094785
7.02E+11,195,3,3,60,19,65,0.018321,1401.6,26,24,451,109,58.4,0.020914,5844.48,112,96,2138,706,60.88,0.019803,28631.83,405,353,8668,2199,81.11,0.009109
7.02E+11,350,7,7,95,35,50,0.042749,2556.45,45,45,661,256,56.81,0.039213,12223.26,230,218,2350,1038,56.07,0.04497,50425.08,1238,1108,20114,8448,45.51,0.028593
7.02E+11,490,7,7,191,57,70,0.042749,3734.5,53,50,1533,417,74.69,0.04357,15752.84,242,199,4754,1945,79.16,0.041051,40897.28,780,718,17456,7696,56.96,0.018529
7.02E+11,1125,11,10,144,63,112.5,0.06107,9890.01,88,79,1192,510,125.19,0.068841,39326.9,420,355,4386,2355,110.78,0.073231,183821.94,1685,1674,31659,10466,109.81,0.043199
7.02E+11,85.5,1,1,51,17,85.5,0.006107,490.4,5,5,323,124,98.08,0.004357,3103.8,40,35,1593,634,88.68,0.00722,14882.72,231,191,9500,3732,77.92,0.004929
7.02E+11,432,4,4,178,54,108,0.024428,3612.16,41,34,1471,412,106.24,0.029628,15372.08,160,136,6304,1651,113.03,0.028055,122060.26,1622,1319,59128,19129,92.54,0.034038
7.02E+11,216,2,2,75,36,108,0.012214,1642.8,16,15,493,300,109.52,0.013071,6135.25,64,55,2065,1276,111.55,0.011346,91455.87,878,743,29587,15561,123.09,0.019174
7.02E+11,648,6,6,225,99,108,0.036642,6454.77,49,49,1727,792,131.73,0.042699,23634,210,180,7451,3469,131.3,0.037131,210222.48,2255,2028,73670,24013,103.66,0.052334
7.02E+11,324,3,3,96,15,108,0.018321,1970.64,24,21,621,84,93.84,0.0183,9563.82,118,98,3215,447,97.59,0.020216,112815,1274,1035,30731,5558,109,0.026709
7.02E+11,198,2,2,169,21,99,0.012214,1521.39,14,13,1252,143,117.03,0.011328,6930.56,70,68,4624,698,101.92,0.014027,19234.76,236,211,17377,2594,91.16,0.005445
7.02E+11,594,6,6,74,29,99,0.036642,4442.34,44,42,488,189,105.77,0.036599,16633.68,189,168,2528,696,99.01,0.034656,216030.28,2191,1769,26731,10823,122.12,0.045651
7.02E+11,1584,18,16,171,83,99,0.097712,16381.2,169,136,1240,628,120.45,0.118512,49635.3,495,445,4524,2937,111.54,0.091797,115828,1389,1259,11418,6948,92,0.03249
7.02E+11,1287,14,13,224,58,99,0.079391,9487.94,110,101,1272,504,93.94,0.088012,28553.28,390,336,8107,1790,84.98,0.069312,45825.34,443,418,6204,2031,109.63,0.010787
7.02E+11,161.5,2,2,67,28,80.75,0.012214,1337.44,16,16,422,161,83.59,0.013943,6154.5,80,66,1901,1013,93.25,0.013615,25684.42,296,278,9128,5547,92.39,0.007174
7.02E+11,242.25,3,3,165,57,80.75,0.018321,2104.83,25,21,1265,478,100.23,0.0183,9371.34,108,99,5391,1718,94.66,0.020422,44911.43,623,617,29432,11843,72.79,0.015922
7.02E+11,484.5,6,6,244,38,80.75,0.036642,3882.15,46,45,2070,312,86.27,0.039213,18846.1,264,218,5960,993,86.45,0.04497,65862.04,671,661,26763,3998,99.64,0.017058
7.02E+11,323,4,4,118,21,80.75,0.024428,2607.28,26,26,989,122,100.28,0.022657,8576.1,138,130,2993,601,65.97,0.026817,121728.23,1533,1313,37021,6796,92.71,0.033883
7.02E+11,888.25,11,11,149,64,80.75,0.067177,7406.9,95,85,1299,373,87.14,0.07407,35756.4,442,359,4308,1762,99.6,0.074057,76804.47,856,783,11427,4347,98.09,0.020206
7.02E+11,161.5,2,2,201,25,80.75,0.012214,1096.68,15,13,1696,152,84.36,0.011328,5323.89,77,73,6844,907,72.93,0.015059,23668.5,316,310,32359,4732,76.35,0.008
7.02E+11,1130.5,15,14,210,70,80.75,0.085498,7383.36,116,96,1247,494,76.91,0.083655,31091.45,420,403,6442,2259,77.15,0.083133,187080.31,2448,2237,34821,11305,83.63,0.057728
7.02E+11,380,5,5,61,29,76,0.030535,3283.7,40,35,400,223,93.82,0.030499,14701.26,187,174,1468,862,84.49,0.035894,163420.22,2165,1891,26745,11125,86.42,0.048799
7.02E+11,304,4,4,100,19,76,0.024428,2626.8,34,30,737,121,87.56,0.026142,11321.1,149,126,2870,624,89.85,0.025992,86041.04,1006,922,24343,5711,93.32,0.023793
7.02E+11,304,4,4,76,19,76,0.024428,1477.08,22,22,593,131,67.14,0.019171,8381.88,144,117,1899,652,71.64,0.024135,112173.16,1930,1639,26636,6027,68.44,0.042296
7.02E+11,76,1,1,26,9,76,0.006107,481.88,7,7,214,65,68.84,0.0061,1635.84,29,24,684,265,68.16,0.004951,37887.52,507,418,11751,2629,90.64,0.010787
7.02E+11,76,1,1,30,12,76,0.006107,609.14,7,7,243,96,87.02,0.0061,1802.92,31,28,751,330,64.39,0.005776,4642,62,55,1735,655,84.4,0.001419
7.02E+11,450,5,5,179,31,90,0.030535,2987.26,46,41,1451,194,72.86,0.035728,17294.68,166,158,5189,903,109.46,0.032593,159432.08,2049,1982,70546,9432,80.44,0.051147
7.02E+11,360,4,4,154,44,90,0.024428,2653.28,32,28,1234,340,94.76,0.024399,8846,118,100,4231,1385,88.46,0.020629,111333.68,1277,1153,42838,9540,96.56,0.029754
7.02E+11,90,1,1,70,7,90,0.006107,661.44,7,6,442,40,110.24,0.005228,2292.03,31,27,2317,186,84.89,0.00557,25110.1,324,293,26659,2524,85.7,0.007561
7.02E+11,337.5,3,3,205,64,112.5,0.018321,1970.87,19,19,1355,445,103.73,0.016557,8676.85,96,91,5520,2298,95.35,0.018772,83787.5,769,625,36925,14950,134.06,0.016129
7.02E+11,225,2,2,79,32,112.5,0.012214,1408.55,13,13,447,271,108.35,0.011328,7471.84,69,67,2744,869,111.52,0.013821,71373.51,781,689,24398,12259,103.59,0.01778
7.02E+11,112.5,1,1,37,7,112.5,0.006107,812.28,7,7,268,60,116.04,0.0061,3285.62,28,26,1307,185,126.37,0.005363,32173.44,355,312,12881,2539,103.12,0.008051
7.02E+11,337.5,3,3,77,17,112.5,0.018321,2927.5,25,25,440,134,117.1,0.021785,12710.25,127,105,2852,524,121.05,0.02166,23524.65,201,183,3744,1001,128.55,0.004722
7.02E+11,1012.5,11,9,187,46,112.5,0.054963,6232.96,70,64,1402,317,97.39,0.05577,34952.94,284,278,5110,1239,125.73,0.057347,100476.63,884,867,20560,5552,115.89,0.022374
7.02E+11,1499.85,16,15,234,114,99.99,0.091605,12608.2,135,121,1496,823,104.2,0.10544,48666.06,599,522,8555,3051,93.23,0.107681,730548,6795,6690,78343,43332,109.2,0.172642
7.02E+11,1125,10,10,86,42,112.5,0.06107,5890.77,65,61,587,318,96.57,0.053156,34954.55,340,289,2838,1555,120.95,0.059617,73668.43,679,569,6086,2253,129.47,0.014684
7.02E+11,787.5,8,7,200,41,112.5,0.042749,7315.54,60,58,1728,302,126.13,0.050542,24235.75,218,175,4876,1187,138.49,0.0361,131803.52,1606,1312,45579,8112,100.46,0.033857
7.02E+11,562.5,5,5,79,27,112.5,0.030535,3562.88,38,32,637,159,111.34,0.027885,14113.2,169,152,2640,830,92.85,0.031355,182748.35,1692,1405,15548,7464,130.07,0.036257
7.02E+11,787.5,8,7,127,38,112.5,0.042749,7513.9,65,58,761,325,129.55,0.050542,21209.88,221,204,3579,1100,103.97,0.042082,62359,608,550,8303,2164,113.38,0.014193
7.02E+11,1350,13,12,218,88,112.5,0.073284,8807.04,81,72,1442,539,122.32,0.062741,43294.05,381,345,5526,2349,125.49,0.071169,272148.38,2366,2263,29933,15798,120.26,0.058399
7.02E+11,1125,11,10,191,88,112.5,0.06107,7126.98,71,71,1281,600,100.38,0.06187,24619.2,276,240,5401,3261,102.58,0.049509,491980.68,3912,3876,79916,35674,126.93,0.100024
7.02E+11,1575,15,14,131,57,112.5,0.085498,8240.7,89,78,918,404,105.65,0.06797,44266.62,353,339,3354,2097,130.58,0.069931,83889.96,1066,924,9233,4510,90.79,0.023845
7.02E+11,125,5,5,151,63,25,0.030535,960.12,39,36,1140,372,26.67,0.031371,3457.8,184,153,4152,2211,22.6,0.031562,3822.28,222,187,6274,2275,20.44,0.004826
7.02E+11,125,5,5,244,26,25,0.030535,637.8,36,30,1381,181,21.26,0.026142,3629.32,174,164,8365,940,22.13,0.033831,42268.38,1816,1617,99757,9452,26.14,0.041728
7.02E+11,1638,15,13,158,71,126,0.079391,9230.32,91,88,1239,406,104.89,0.076684,42372.48,431,348,5266,2394,121.76,0.071787,350986.24,2774,2624,34180,15075,133.76,0.067715
7.02E+11,504,4,4,93,21,126,0.024428,4441.35,33,29,672,133,153.15,0.025271,14505.92,176,143,2464,558,101.44,0.029499,144259.72,1389,1298,40288,9201,111.14,0.033496
7.02E+11,1260,10,10,151,49,126,0.06107,9019.14,62,62,1039,300,145.47,0.054027,30987.6,319,280,4986,1246,110.67,0.05776,336907.92,3125,2532,31970,12230,133.06,0.065341
7.02E+11,303.1,11,10,136,47,30.31,0.06107,2755.76,89,76,1055,266,36.26,0.066227,10570.56,364,352,4590,1717,30.03,0.072613,120776.39,3792,3299,44224,18717,36.61,0.085134
7.02E+11,447,3,3,30,13,149,0.018321,2866.91,22,19,237,107,150.89,0.016557,15720.64,121,104,823,346,151.16,0.021454,136811.25,1153,1125,10863,4829,121.61,0.029032
7.02E+11,330.47,8,7,138,68,47.21,0.042749,2329.62,42,41,967,412,56.82,0.035728,13699.95,306,253,4945,2414,54.15,0.05219,53454.98,1649,1387,25868,12738,38.54,0.035793
7.02E+11,196,4,4,180,52,49,0.024428,1738.17,38,31,1251,328,56.07,0.027014,7869.6,167,144,4789,1943,54.65,0.029705,57563.55,1463,1305,70370,15728,44.11,0.033677
7.02E+11,207,3,3,82,35,69,0.018321,1527.22,20,19,623,288,80.38,0.016557,7162.56,104,96,2816,891,74.61,0.019803,100653.41,1444,1193,33473,13274,84.37,0.030786
7.02E+11,98,2,2,66,15,49,0.012214,607.2,13,12,401,117,50.6,0.010457,3106.33,57,53,1957,477,58.61,0.010933,22759.94,551,511,18084,4290,44.54,0.013187
7.02E+11,60,1,1,27,8,60,0.006107,479.22,8,7,159,66,68.46,0.0061,2426.82,37,33,960,243,73.54,0.006807,2699.11,50,43,1064,296,62.77,0.00111
7.02E+11,60,1,1,134,24,60,0.006107,400.16,8,8,775,204,50.02,0.006971,1651.44,27,24,3998,789,68.81,0.004951,19112.48,361,304,31777,5923,62.87,0.007845
