Commerce Cloud Weekly Product Active Data,,,,,,,
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,359327.78,4939,4214,42978,19215,85.27,0.108746
7.02E+11,16819.56,242,228,22827,3251,73.77,0.005884
7.02E+11,21891.66,317,282,21984,3784,77.63,0.007277
7.02E+11,17437.48,173,151,4677,511,115.48,0.003897
7.02E+11,71393.16,1270,1244,52920,5815,57.39,0.032103
7.02E+11,79691.04,1435,1287,27946,7134,61.92,0.033212
7.02E+11,58523.04,519,432,10820,2692,135.47,0.011148
7.02E+11,16410.3,97,95,9063,1487,172.74,0.002452
7.02E+11,186294.56,4380,3673,79080,30074,50.72,0.094785
7.02E+11,28631.83,405,353,8668,2199,81.11,0.009109
7.02E+11,50425.08,1238,1108,20114,8448,45.51,0.028593
7.02E+11,40897.28,780,718,17456,7696,56.96,0.018529
7.02E+11,183821.94,1685,1674,31659,10466,109.81,0.043199
7.02E+11,14882.72,231,191,9500,3732,77.92,0.004929
7.02E+11,122060.26,1622,1319,59128,19129,92.54,0.034038
7.02E+11,91455.87,878,743,29587,15561,123.09,0.019174
7.02E+11,210222.48,2255,2028,73670,24013,103.66,0.052334
7.02E+11,112815,1274,1035,30731,5558,109,0.026709
7.02E+11,19234.76,236,211,17377,2594,91.16,0.005445
7.02E+11,216030.28,2191,1769,26731,10823,122.12,0.045651
7.02E+11,115828,1389,1259,11418,6948,92,0.03249
7.02E+11,45825.34,443,418,6204,2031,109.63,0.010787
7.02E+11,25684.42,296,278,9128,5547,92.39,0.007174
7.02E+11,44911.43,623,617,29432,11843,72.79,0.015922
7.02E+11,65862.04,671,661,26763,3998,99.64,0.017058
7.02E+11,121728.23,1533,1313,37021,6796,92.71,0.033883
7.02E+11,76804.47,856,783,11427,4347,98.09,0.020206
7.02E+11,23668.5,316,310,32359,4732,76.35,0.008
7.02E+11,187080.31,2448,2237,34821,11305,83.63,0.057728
7.02E+11,163420.22,2165,1891,26745,11125,86.42,0.048799
7.02E+11,86041.04,1006,922,24343,5711,93.32,0.023793
7.02E+11,112173.16,1930,1639,26636,6027,68.44,0.042296
7.02E+11,37887.52,507,418,11751,2629,90.64,0.010787
7.02E+11,4642,62,55,1735,655,84.4,0.001419
7.02E+11,159432.08,2049,1982,70546,9432,80.44,0.051147
7.02E+11,111333.68,1277,1153,42838,9540,96.56,0.029754
7.02E+11,25110.1,324,293,26659,2524,85.7,0.007561
7.02E+11,83787.5,769,625,36925,14950,134.06,0.016129
7.02E+11,71373.51,781,689,24398,12259,103.59,0.01778
7.02E+11,32173.44,355,312,12881,2539,103.12,0.008051
7.02E+11,23524.65,201,183,3744,1001,128.55,0.004722
7.02E+11,100476.63,884,867,20560,5552,115.89,0.022374
7.02E+11,730548,6795,6690,78343,43332,109.2,0.172642
7.02E+11,73668.43,679,569,6086,2253,129.47,0.014684
7.02E+11,131803.52,1606,1312,45579,8112,100.46,0.033857
7.02E+11,182748.35,1692,1405,15548,7464,130.07,0.036257
7.02E+11,62359,608,550,8303,2164,113.38,0.014193
7.02E+11,272148.38,2366,2263,29933,15798,120.26,0.058399
7.02E+11,491980.68,3912,3876,79916,35674,126.93,0.100024
7.02E+11,83889.96,1066,924,9233,4510,90.79,0.023845
7.02E+11,3822.28,222,187,6274,2275,20.44,0.004826
7.02E+11,42268.38,1816,1617,99757,9452,26.14,0.041728
7.02E+11,350986.24,2774,2624,34180,15075,133.76,0.067715
7.02E+11,144259.72,1389,1298,40288,9201,111.14,0.033496
7.02E+11,336907.92,3125,2532,31970,12230,133.06,0.065341
7.02E+11,120776.39,3792,3299,44224,18717,36.61,0.085134
7.02E+11,136811.25,1153,1125,10863,4829,121.61,0.029032
7.02E+11,53454.98,1649,1387,25868,12738,38.54,0.035793
7.02E+11,57563.55,1463,1305,70370,15728,44.11,0.033677
7.02E+11,100653.41,1444,1193,33473,13274,84.37,0.030786
7.02E+11,22759.94,551,511,18084,4290,44.54,0.013187
7.02E+11,2699.11,50,43,1064,296,62.77,0.00111
7.02E+11,19112.48,361,304,31777,5923,62.87,0.007845
7.02E+11,411880.2,1415,1294,19568,9793,318.3,0.033393
7.02E+11,454187.69,1966,1601,20097,7824,283.69,0.041315
7.02E+11,259977.87,4808,4239,60003,15925,61.33,0.109391
7.02E+11,173102.67,766,663,8483,2900,261.09,0.017109
7.02E+11,24265.2,310,292,23601,7181,83.1,0.007535
7.02E+11,333357.97,1253,1199,34788,10489,278.03,0.030941
7.02E+11,114157.89,1800,1463,47101,8780,78.03,0.037754
7.02E+11,212706,1116,909,19852,4885,234,0.023458
7.02E+11,155058.9,466,465,20018,7860,333.46,0.012
7.02E+11,17517.48,110,102,11260,3586,171.74,0.002632
7.02E+11,133.08,4,4,316,44,33.27,0.000103
7.02E+11,24193.29,5052,4829,60431,25845,5.01,0.124617
7.02E+11,116674.25,3947,3509,43908,19324,33.25,0.090553
7.02E+11,3373.1,821,758,32839,4288,4.45,0.019561
7.02E+11,156440.57,4117,3529,79035,18618,44.33,0.091069
7.02E+11,165813.18,1928,1833,83805,11981,90.46,0.047302
7.02E+11,17786.6,323,260,6365,2019,68.41,0.00671
7.02E+11,23555.64,350,292,18589,1396,80.67,0.007535
7.02E+11,31050.76,1210,1132,48976,9815,27.43,0.029212
7.02E+11,481175.09,5756,5401,67606,17712,89.09,0.139378
7.02E+11,213967.5,3886,3642,72442,35643,58.75,0.093985
7.02E+11,22969.6,438,388,42148,6604,59.2,0.010013
7.02E+11,26757.72,476,466,42562,9116,57.42,0.012026
7.02E+11,2578.68,42,38,1250,562,67.86,0.000981
7.02E+11,549373.68,6945,5976,41663,21082,91.93,0.154216
7.02E+11,256629.48,2875,2766,40768,17342,92.78,0.071379
7.02E+11,109294.5,749,735,78727,13501,148.7,0.018967
7.02E+11,259345.53,3424,2889,29268,15066,89.77,0.074553
7.02E+11,154957.44,518,484,27354,5150,320.16,0.01249
7.02E+11,3724.44,152,123,9173,1060,30.28,0.003174
7.02E+11,44002.77,736,661,10272,3279,66.57,0.017058
7.02E+11,57942.15,3406,2779,47390,15077,20.85,0.071715
7.02E+11,51967.53,6986,5717,78568,27808,9.09,0.147532
7.02E+11,86632,3102,2912,65751,10548,29.75,0.075147
7.02E+11,204415.87,2369,2147,31181,17556,95.21,0.055405
7.02E+11,227017.98,3713,3087,36918,11705,73.54,0.079663
7.02E+11,15282.96,316,308,10842,3718,49.62,0.007948
7.02E+11,5786.29,108,101,5253,921,57.29,0.002606
7.02E+11,3525.97,136,119,3631,705,29.63,0.003071
7.02E+11,19273.92,2005,1632,28267,6538,11.81,0.042115
7.02E+11,15377.67,1728,1617,26611,8852,9.51,0.041728
7.02E+11,11784.74,969,782,30836,3183,15.07,0.02018
7.02E+11,184619.05,4805,4345,92238,21314,42.49,0.112127
7.02E+11,27912.36,843,707,15106,6113,39.48,0.018245
7.02E+11,17337.54,1203,1199,70786,7631,14.46,0.030941
7.02E+11,10441.2,926,770,18870,6201,13.56,0.019871
7.02E+11,28930.44,834,707,28380,12190,40.92,0.018245
7.02E+11,10997.76,2062,2048,78947,13307,5.37,0.052851
7.02E+11,51083.64,1647,1473,32159,8324,34.68,0.038012
7.02E+11,77982.48,1090,948,40571,14456,82.26,0.024464
7.02E+11,15959.4,1368,1340,23829,4586,11.91,0.03458
7.02E+11,8247.66,746,606,35213,9867,13.61,0.015638
7.02E+11,1691.54,177,166,7526,689,10.19,0.004284
7.02E+11,14196.16,1788,1744,24434,8557,8.14,0.045006
7.02E+11,6456.57,305,249,12503,2522,25.93,0.006426
7.02E+11,3272.5,83,77,14086,1315,42.5,0.001987
7.02E+11,16387.67,595,481,24667,3391,34.07,0.012413
7.02E+11,19478.72,2245,2099,80269,10745,9.28,0.054167
7.02E+11,106827.18,2676,2334,45256,20812,45.77,0.060231
7.02E+11,19248.75,890,725,15284,4380,26.55,0.018709
7.02E+11,23216.48,658,532,9800,2767,43.64,0.013729
7.02E+11,6026.93,1499,1253,17839,6118,4.81,0.032335
7.02E+11,10505.48,485,437,13451,2929,24.04,0.011277
7.02E+11,7663.6,197,170,6589,2461,45.08,0.004387
7.02E+11,234404.94,5093,4746,80082,22489,49.39,0.122475
7.02E+11,25615.4,2625,2110,61363,14931,12.14,0.05445
7.02E+11,3463.2,364,312,67689,7316,11.1,0.008051
7.02E+11,38753.94,960,911,15903,5870,42.54,0.023509
7.02E+11,12010.9,315,305,16754,3057,39.38,0.007871
7.02E+11,14028.12,449,372,10465,2275,37.71,0.0096
7.02E+11,8778.64,189,184,2442,1140,47.71,0.004748
7.02E+11,92913.86,2557,2483,52708,13913,37.42,0.064076
7.02E+11,2491.65,179,147,6492,910,16.95,0.003793
7.02E+11,10074.9,387,330,16882,3891,30.53,0.008516
7.02E+11,68982.16,3543,3491,109963,27554,19.76,0.090088
7.02E+11,5947.76,1322,1204,73859,15398,4.94,0.03107
7.02E+11,3014.55,369,319,17783,3024,9.45,0.008232
7.02E+11,12546,3264,2952,51859,14835,4.25,0.076179
7.02E+11,5245.36,395,379,19440,4072,13.84,0.00978
7.02E+11,10664.64,344,276,2542,953,38.64,0.007122
7.02E+11,3048.1,174,163,2889,1200,18.7,0.004206
7.02E+11,48272.4,1556,1272,11738,6147,37.95,0.032825
7.02E+11,44015.65,585,469,30607,7805,93.85,0.012103
7.02E+11,248032.78,5249,4618,63738,24558,53.71,0.119172
7.02E+11,21279.72,350,282,23237,2085,75.46,0.007277
7.02E+11,284508.22,5553,4954,43163,17940,57.43,0.127843
7.02E+11,24512.5,250,250,6899,2631,98.05,0.006451
7.02E+11,24280.64,222,184,4019,2175,131.96,0.004748
7.02E+11,194811.54,2082,1981,56234,13024,98.34,0.051122
7.02E+11,295578.15,4201,3997,53205,31993,73.95,0.103146
7.02E+11,83263.95,961,801,34526,5449,103.95,0.020671
7.02E+11,64836.75,3070,2981,65522,22383,21.75,0.076927
7.02E+11,33465.56,918,746,8224,4122,44.86,0.019251
7.02E+11,7923.42,686,603,17971,3516,13.14,0.015561
7.02E+11,11785.2,925,840,40008,5508,14.03,0.021677
7.02E+11,15182.64,874,852,47063,15962,17.82,0.021987
7.02E+11,21043.36,1005,871,28142,5028,24.16,0.022477
7.02E+11,7697.57,239,227,9865,2059,33.91,0.005858
7.02E+11,1142002.6,629,551,26642,2928,2072.6,0.014219
7.02E+11,1430.22,75,66,6462,1157,21.67,0.001703
7.02E+11,21841.8,876,708,41909,6114,30.85,0.018271
7.02E+11,8045.25,717,631,27273,5855,12.75,0.016284
7.02E+11,38749.36,6647,5512,60971,20790,7.03,0.142242
7.02E+11,9900.05,479,389,48277,5748,25.45,0.010039
7.02E+11,20376.3,2252,2170,80352,12747,9.39,0.055999
7.02E+11,2485.02,281,249,5322,997,9.98,0.006426
7.02E+11,74145.9,3469,2777,54052,21618,26.7,0.071663
7.02E+11,206774.48,4130,3608,101999,24896,57.31,0.093108
7.02E+11,23371.2,1518,1440,51109,18745,16.23,0.037161
7.02E+11,60467.79,4290,3849,69928,22250,15.71,0.099327
7.02E+11,58185.96,1619,1356,32356,12505,42.91,0.034993
7.02E+11,4466.3,812,757,36610,7382,5.9,0.019535
7.02E+11,9244.26,352,323,19379,4096,28.62,0.008335
7.02E+11,14438.13,360,349,16774,3732,41.37,0.009006
7.02E+11,528.96,26,24,4848,655,22.04,0.000619
7.02E+11,152252.8,4483,3920,40565,24614,38.84,0.101159
7.02E+11,4731.95,294,293,17367,3217,16.15,0.007561
7.02E+11,15087.28,723,652,55900,11908,23.14,0.016825
7.02E+11,16189.49,1296,1063,10393,4603,15.23,0.027432
7.02E+11,5072.62,164,133,11118,3321,38.14,0.003432
7.02E+11,88767.12,2965,2474,30531,15710,35.88,0.063844
7.02E+11,6992.1,948,914,9943,4067,7.65,0.023587
7.02E+11,26099.1,789,705,16188,8301,37.02,0.018193
7.02E+11,19824.75,946,801,18544,3515,24.75,0.020671
7.02E+11,4435.2,763,720,24485,5812,6.16,0.01858
7.02E+11,19628.95,448,445,32621,4577,44.11,0.011484
7.02E+11,14226.45,409,357,11313,2849,39.85,0.009213
7.02E+11,324.8,161,145,5942,1966,2.24,0.003742
7.02E+11,135.3,6,6,644,142,22.55,0.000155
7.02E+11,30816.9,1472,1455,46323,9854,21.18,0.037548
7.02E+11,15926.4,656,553,31434,9318,28.8,0.014271
7.02E+11,486877.44,1508,1239,46288,11735,392.96,0.031974
7.02E+11,51062.22,414,333,14670,1819,153.34,0.008593
7.02E+11,1042647.76,3530,3508,73383,23092,297.22,0.090527
7.02E+11,131569.32,945,822,36696,13344,160.06,0.021212
7.02E+11,67893.84,86,84,1393,509,808.26,0.002168
7.02E+11,174443.52,543,512,24163,11140,340.71,0.013213
7.02E+11,299727.26,347,322,11425,4134,930.83,0.00831
7.02E+11,710417.22,1100,893,33915,7578,795.54,0.023045
7.02E+11,27414.48,478,412,9119,1280,66.54,0.010632
7.02E+11,12004.3,192,154,8510,2571,77.95,0.003974
7.02E+11,22505.04,162,151,34522,2596,149.04,0.003897
7.02E+11,58328.77,1546,1423,25149,8119,40.99,0.036722
7.02E+11,83915.52,384,312,22112,2610,268.96,0.008051
7.02E+11,14578.13,739,679,42914,10463,21.47,0.017522
7.02E+11,1824.75,813,811,27165,4821,2.25,0.020929
7.02E+11,15332.44,710,587,14992,3579,26.12,0.015148
7.02E+11,64756.3,2997,2765,36889,21691,23.42,0.071353
7.02E+11,1546708.28,536,442,11235,3311,3499.34,0.011406
7.02E+11,3458.49,441,383,49531,3333,9.03,0.009884
7.02E+11,28663.02,3532,3306,39417,18526,8.67,0.085314
7.02E+11,5092.75,350,325,12152,4891,15.67,0.008387
7.02E+11,161164.74,164,158,1770,727,1020.03,0.004077
7.02E+11,37058.56,1563,1504,42941,11363,24.64,0.038812
7.02E+11,26322.44,909,878,28706,6827,29.98,0.022658
7.02E+11,11542.26,311,282,12147,3063,40.93,0.007277
7.02E+11,64800,3082,3000,92511,25802,21.6,0.077418
7.02E+11,330372.36,12283,9972,65208,29486,33.13,0.257337
7.02E+11,88.35,3,3,163,17,29.45,0.000077
7.02E+11,24272,867,740,44772,14235,32.8,0.019096
7.02E+11,35413.22,1579,1301,28784,10981,27.22,0.033573
7.02E+11,3737.22,474,398,26821,9873,9.39,0.010271
7.02E+11,5508.24,777,708,40742,10720,7.78,0.018271
7.02E+11,8947.85,386,335,6082,2219,26.71,0.008645
7.02E+11,18249.9,731,635,20352,4553,28.74,0.016387
7.02E+11,36258.3,2520,2066,31349,11470,17.55,0.053315
7.02E+11,34153.2,972,895,45171,5647,38.16,0.023096
7.02E+11,17108.28,764,756,26126,5804,22.63,0.019509
7.02E+11,225.36,40,36,843,352,6.26,0.000929
7.02E+11,17278.8,2915,2380,27982,14983,7.26,0.061418
7.02E+11,11826.57,302,283,8327,4056,41.79,0.007303
7.02E+11,85275.12,4114,4053,44446,23189,21.04,0.104591
7.02E+11,3195.44,257,236,11330,3705,13.54,0.00609
7.02E+11,6988.92,844,838,44070,8292,8.34,0.021625
7.02E+11,26477.66,835,671,25608,4358,39.46,0.017316
7.02E+11,6240.84,798,794,38929,11304,7.86,0.02049
7.02E+11,19656.45,642,605,24600,4359,32.49,0.015613
7.02E+11,8306.36,344,281,14597,7137,29.56,0.007251
7.02E+11,2307.48,147,123,3878,651,18.76,0.003174
7.02E+11,58840.4,1377,1156,44307,10090,50.9,0.029832
7.02E+11,10496.64,638,616,69037,10553,17.04,0.015896
7.02E+11,29018.75,653,625,32001,6301,46.43,0.016129
7.02E+11,55144.2,294,292,6056,2089,188.85,0.007535
7.02E+11,62305.65,1355,1353,49260,16994,46.05,0.034915
7.02E+11,882226.17,816,657,36323,9721,1342.81,0.016954
7.02E+11,2038967.37,1199,1089,41483,15259,1872.33,0.028103
7.02E+11,6419177.44,1932,1612,29592,11035,3982.12,0.041599
7.02E+11,15635.2,368,320,42653,5220,48.86,0.008258
7.02E+11,43299.54,1798,1642,77081,29064,26.37,0.042373
7.02E+11,40441,880,740,44011,18804,54.65,0.019096
7.02E+11,568285.5,1342,1317,37445,16630,431.5,0.033986
7.02E+11,4550706.71,3585,3179,40789,22733,1431.49,0.082037
7.02E+11,37499.22,1151,963,31616,9797,38.94,0.024851
7.02E+11,59632.1,1323,1265,83997,13883,47.14,0.032644
7.02E+11,50056.16,1404,1309,22144,7184,38.24,0.03378
7.02E+11,428697,1912,1725,33823,12797,248.52,0.044515
7.02E+11,8406.4,399,320,20067,7458,26.27,0.008258
7.02E+11,10369562.34,2600,2347,41095,22400,4418.22,0.060566
7.02E+11,1712.98,90,82,7519,689,20.89,0.002116
7.02E+11,13865.58,1064,951,10051,4776,14.58,0.024541
7.02E+11,99886.54,2918,2447,88898,23610,40.82,0.063147
7.02E+11,2096968.95,670,571,31609,11395,3672.45,0.014735
7.02E+11,28852.34,508,419,23685,7290,68.86,0.010813
7.02E+11,1084224.4,1890,1778,21045,9322,609.8,0.045883
7.02E+11,25371.84,3093,2568,67944,13302,9.88,0.06627
7.02E+11,99299.2,2445,2240,39127,12507,44.33,0.057805
7.02E+11,8137.09,716,689,41914,8231,11.81,0.01778
7.02E+11,8672.1,703,685,16713,7971,12.66,0.017677
7.02E+11,8616.89,367,313,14033,3374,27.53,0.008077
7.02E+11,55532.96,1521,1253,38605,7031,44.32,0.032335
7.02E+11,17563.9,410,370,24864,4155,47.47,0.009548
7.02E+11,46812.81,3391,3299,39591,22567,14.19,0.085134
7.02E+11,35691.8,969,940,61715,22243,37.97,0.024258
7.02E+11,25043.2,1357,1204,49658,6392,20.8,0.03107
7.02E+11,29643.45,1306,1245,17734,5621,23.81,0.032128
7.02E+11,2295.54,180,162,4570,1342,14.17,0.004181
7.02E+11,11385.88,5010,4972,98979,28607,2.29,0.128307
7.02E+11,4555.32,249,204,22054,2292,22.33,0.005264
7.02E+11,4543.29,248,237,19483,5936,19.17,0.006116
7.02E+11,32040.03,907,869,40612,9657,36.87,0.022425
7.02E+11,9718.89,412,393,23350,8262,24.73,0.010142
7.02E+11,2741.88,728,626,20419,3861,4.38,0.016155
7.02E+11,109882.78,1957,1757,48990,26077,62.54,0.045341
7.02E+11,82277.58,1032,847,7792,3319,97.14,0.021858
7.02E+11,1636.7,146,130,5466,998,12.59,0.003355
7.02E+11,44939.04,1644,1506,79885,7970,29.84,0.038864
7.02E+11,49711.26,1618,1451,31069,4908,34.26,0.037444
7.02E+11,1159.56,43,36,1256,590,32.21,0.000929
7.02E+11,6020.91,489,399,19369,3724,15.09,0.010297
7.02E+11,11022.46,2170,1907,73172,18173,5.78,0.049212
7.02E+11,729.3,301,255,10506,2599,2.86,0.006581
7.02E+11,4219.8,212,195,4582,1379,21.64,0.005032
7.02E+11,15785,994,820,18665,4970,19.25,0.021161
7.02E+11,3774.54,561,473,9805,2740,7.98,0.012206
7.02E+11,3883.1,911,754,55263,7560,5.15,0.019458
7.02E+11,4695.36,224,219,5851,2492,21.44,0.005651
7.02E+11,11982.72,1029,948,36203,12122,12.64,0.024464
7.02E+11,19182.09,1696,1381,37325,9726,13.89,0.035638
7.02E+11,2000.7,311,285,17334,1593,7.02,0.007355
7.02E+11,37354.3,1709,1490,46787,17077,25.07,0.038451
7.02E+11,172806.28,5383,4366,42731,21688,39.58,0.112669
7.02E+11,2304.45,152,135,1839,696,17.07,0.003484
7.02E+11,15252.51,911,777,16446,7662,19.63,0.020051
7.02E+11,1876.68,166,156,7728,2015,12.03,0.004026
7.02E+11,91228.76,4820,3902,48911,23905,23.38,0.100695
7.02E+11,50951.04,2055,1784,94130,27041,28.56,0.046038
7.02E+11,5029.64,183,154,4752,927,32.66,0.003974
7.02E+11,3687508.9,4036,3317,38178,22289,1111.7,0.085598
7.02E+11,2775294.83,1174,1133,19212,9010,2449.51,0.029238
7.02E+11,142534.89,1565,1341,23880,9084,106.29,0.034606
7.02E+11,160761.87,818,747,23863,5551,215.21,0.019277
7.02E+11,42331.77,1244,1119,28011,7919,37.83,0.028877
7.02E+11,5247.42,139,114,4433,1092,46.03,0.002942
7.02E+11,11256,219,200,7499,2463,56.28,0.005161
7.02E+11,5152076.47,3741,3233,91098,41468,1593.59,0.083431
7.02E+11,2677586.32,1388,1348,62045,11658,1986.34,0.034786
7.02E+11,4318.24,229,197,11458,1264,21.92,0.005084
7.02E+11,32736,1157,1023,40915,16611,32,0.026399
7.02E+11,7222.4,335,296,25329,6285,24.4,0.007639
7.02E+11,85266.08,567,463,3623,2032,184.16,0.011948
7.02E+11,1548486.5,1258,1150,30789,9417,1346.51,0.029677
7.02E+11,102089.4,123,109,3253,1199,936.6,0.002813
7.02E+11,15517.32,2884,2548,42467,13079,6.09,0.065753
7.02E+11,4471.18,727,586,8786,4548,7.63,0.015122
7.02E+11,28642.14,2198,1829,22822,11290,15.66,0.047199
7.02E+11,1807674.26,1439,1234,41575,17445,1464.89,0.031845
7.02E+11,212643.04,840,752,9658,4691,282.77,0.019406
7.02E+11,168440.74,400,347,12506,4066,485.42,0.008955
7.02E+11,118556.55,1057,915,76361,10794,129.57,0.023612
7.02E+11,367485.72,5821,4962,38576,17320,74.06,0.128049
7.02E+11,7560.45,276,265,16399,7408,28.53,0.006839
7.02E+11,62571.6,657,630,14617,5246,99.32,0.016258
7.02E+11,77701.24,870,734,54631,17742,105.86,0.018942
7.02E+11,17107.44,166,136,7345,895,125.79,0.00351
7.02E+11,532542.94,4415,4399,65915,21347,121.06,0.11352
7.02E+11,84840.84,2292,1834,48708,10335,46.26,0.047328
7.02E+11,4600,991,920,71501,8557,5,0.023741
7.02E+11,49514.66,1396,1213,92276,19943,40.82,0.031303
7.02E+11,192953.22,2069,1678,39454,12950,114.99,0.043302
7.02E+11,10514.68,113,92,5018,1472,114.29,0.002374
7.02E+11,156159.9,1782,1755,28505,15797,88.98,0.045289
7.02E+11,136621.59,2041,2037,92951,12022,67.07,0.052567
7.02E+11,19691.22,502,437,9078,929,45.06,0.011277
7.02E+11,71891.16,784,642,33872,13363,111.98,0.016567
7.02E+11,169292.76,2843,2514,104756,30646,67.34,0.064876
7.02E+11,154584,2830,2825,39269,13738,54.72,0.072902
7.02E+11,79306.98,949,942,11370,4319,84.19,0.024309
7.02E+11,56762.34,978,797,24761,4167,71.22,0.020567
7.02E+11,95342.4,322,270,7296,1676,353.12,0.006968
7.02E+11,47049.84,2753,2588,42579,20448,18.18,0.066786
7.02E+11,38476.62,1667,1638,83118,10712,23.49,0.04227
7.02E+11,212.94,15,13,574,286,16.38,0.000335
7.02E+11,10272.44,302,268,32145,4068,38.33,0.006916
7.02E+11,5083.88,661,596,19428,9874,8.53,0.01538
7.02E+11,17918.58,458,438,56704,10950,40.91,0.011303
7.02E+11,26709.9,733,690,19704,3499,38.71,0.017806
7.02E+11,172.62,6,6,232,110,28.77,0.000155
7.02E+11,9418.07,365,317,34251,4329,29.71,0.00818
7.02E+11,28964,1286,1114,44639,6887,26,0.028748
7.02E+11,40522.02,1206,1078,42168,4328,37.59,0.027819
7.02E+11,20358.88,623,592,40484,8562,34.39,0.015277
7.02E+11,67076.1,2489,2106,45159,9904,31.85,0.054347
7.02E+11,6106.8,2247,2181,25326,7582,2.8,0.056283
7.02E+11,5607.39,434,409,12424,2880,13.71,0.010555
7.02E+11,41418,2180,1770,32637,12858,23.4,0.045676
7.02E+11,18636.52,459,404,5899,2386,46.13,0.010426
7.02E+11,26266.3,2644,2290,34944,17271,11.47,0.059096
7.02E+11,2397.17,297,239,8975,1227,10.03,0.006168
7.02E+11,92816.78,2965,2597,34927,14697,35.74,0.067018
7.02E+11,215404,4206,3925,75978,20612,54.88,0.101288
7.02E+11,10035.9,3793,3402,37329,14358,2.95,0.087792
7.02E+11,10473.52,429,356,73497,5151,29.42,0.009187
7.02E+11,52493.88,1280,1172,11010,5102,44.79,0.030245
7.02E+11,13987.24,358,356,29284,4883,39.29,0.009187
7.02E+11,51919.21,2308,1957,83027,15175,26.53,0.050502
7.02E+11,10365.91,201,199,2765,808,52.09,0.005135
7.02E+11,2470.3,77,70,5081,743,35.29,0.001806
7.02E+11,6568.59,224,217,2763,1362,30.27,0.0056
7.02E+11,112836.9,4160,3410,62132,19359,33.09,0.087998
7.02E+11,11567.52,604,522,17759,3300,22.16,0.013471
7.02E+11,4781.36,245,236,5192,1614,20.26,0.00609
7.02E+11,281.35,17,17,825,73,16.55,0.000439
7.02E+11,8214.53,2177,1759,35315,9342,4.67,0.045393
7.02E+11,62305.34,2103,2059,95270,12191,30.26,0.053134
7.02E+11,3545,821,709,10150,4640,5,0.018296
7.02E+11,27148.66,2047,2023,34115,11740,13.42,0.052205
7.02E+11,3306,96,95,8062,737,34.8,0.002452
7.02E+11,18965.8,1181,1178,54331,14977,16.1,0.030399
7.02E+11,28341.52,1697,1688,38711,11244,16.79,0.04356
7.02E+11,41743.1,2071,1715,106285,12237,24.34,0.044257
7.02E+11,4379.55,307,291,6293,2002,15.05,0.00751
7.02E+11,5862.93,298,293,61596,7987,20.01,0.007561
7.02E+11,4867.95,259,255,7420,1503,19.09,0.006581
7.02E+11,41514.5,5423,5255,55426,27088,7.9,0.13561
7.02E+11,16458.75,2033,1881,96057,36344,8.75,0.048541
7.02E+11,31777.56,1367,1236,21363,6112,25.71,0.031896
7.02E+11,6026.2,142,116,25212,3147,51.95,0.002993
7.02E+11,493795.05,2734,2667,31970,12460,185.15,0.068824
7.02E+11,28560,308,280,8385,1162,102,0.007226
7.02E+11,346093.6,1435,1307,45526,16407,264.8,0.033728
7.02E+11,16097.04,335,316,55770,6953,50.94,0.008155
7.02E+11,3060.73,424,349,34977,13968,8.77,0.009006
7.02E+11,941146.92,974,882,21066,7816,1067.06,0.022761
7.02E+11,123909.24,1967,1911,38436,11675,64.84,0.049315
7.02E+11,43202.63,808,701,32109,4026,61.63,0.01809
7.02E+11,312124.26,179,161,33318,4707,1938.66,0.004155
7.02E+11,3423580.16,5412,4342,50604,18633,788.48,0.112049
7.02E+11,141919,748,695,39363,7067,204.2,0.017935
7.02E+11,239499.45,702,615,10121,4684,389.43,0.015871
7.02E+11,197594,750,620,9543,2256,318.7,0.016
7.02E+11,210086.6,472,436,36374,7016,481.85,0.011251
7.02E+11,1684161.27,1873,1683,18035,8680,1000.69,0.043431
7.02E+11,1992171.2,2002,1744,44883,8365,1142.3,0.045006
7.02E+11,219657.64,864,764,13472,3928,287.51,0.019716
7.02E+11,181195.84,3653,3517,63153,22323,51.52,0.090759
7.02E+11,1594.25,201,175,6034,1603,9.11,0.004516
7.02E+11,36401.67,805,783,32940,14018,46.49,0.020206
7.02E+11,581.6,96,80,1935,615,7.27,0.002064
7.02E+11,594.3,340,283,29761,5995,2.1,0.007303
7.02E+11,1306.4,104,92,4326,439,14.2,0.002374
7.02E+11,7449.7,244,230,11848,1660,32.39,0.005935
7.02E+11,68729.94,6417,5494,84618,40261,12.51,0.141778
7.02E+11,142827.28,4628,3823,58980,29110,37.36,0.098656
7.02E+11,88055.31,2339,2283,37566,11544,38.57,0.058915
7.02E+11,41740.02,3160,2954,50580,21779,14.13,0.076231
7.02E+11,32905.88,1196,1054,59077,7015,31.22,0.027199
7.02E+11,2321.47,286,269,14754,1690,8.63,0.006942
7.02E+11,3728.34,255,231,6146,1215,16.14,0.005961
7.02E+11,13131,1640,1459,64175,17413,9,0.037651
7.02E+11,72249.21,1426,1311,36480,6120,55.11,0.033832
7.02E+11,6102.25,395,317,3533,1826,19.25,0.00818
7.02E+11,15812.37,1426,1197,48851,7877,13.21,0.03089
7.02E+11,976.22,401,367,9500,2959,2.66,0.009471
7.02E+11,24250.1,713,707,19620,5756,34.3,0.018245
7.02E+11,19.85,1,1,88,9,19.85,0.000026
7.02E+11,161475.3,4788,4047,82256,17630,39.9,0.104437
